lang,food_name,canonical_name,calorie_range,macros,food_items,judgement_tags,dish_summary,suggestion,is_beverage,is_food,is_active,beverage_base_ml,beverage_full_sugar_carbs,beverage_default_sugar_ratio,beverage_sugar_adjustable,beverage_profile,source,verified_level,image_url,thumb_url,image_source,image_license,reference_used
zh-TW,凱薩雞肉沙拉,凱薩雞肉沙拉,320-400 kcal,"{""carbs"":20,""sodium"":980,""protein"":24,""fat"":20}","[""main dish"",""seasoning""]","[""balanced""]",Home-style dish.,Pair with half bowl of rice and vegetables.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,水果優格,水果優格,313-393 kcal,"{""carbs"":45,""sodium"":180,""protein"":6,""fat"":16}","[""dessert base"",""sweetener""]","[""balanced""]",Dessert item.,Use smaller portions and avoid extra sweet drinks.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,原味優格,原味優格,313-393 kcal,"{""carbs"":45,""sodium"":180,""protein"":6,""fat"":16}","[""dessert base"",""sweetener""]","[""balanced""]",Dessert item.,Use smaller portions and avoid extra sweet drinks.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,希臘優格,希臘優格,313-393 kcal,"{""carbs"":45,""sodium"":180,""protein"":6,""fat"":16}","[""dessert base"",""sweetener""]","[""balanced""]",Dessert item.,Use smaller portions and avoid extra sweet drinks.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,蛋塔,蛋塔,313-393 kcal,"{""carbs"":45,""sodium"":180,""protein"":6,""fat"":16}","[""dessert base"",""sweetener""]","[""balanced""]",Dessert item.,Use smaller portions and avoid extra sweet drinks.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,車輪餅,車輪餅,313-393 kcal,"{""carbs"":45,""sodium"":180,""protein"":6,""fat"":16}","[""dessert base"",""sweetener""]","[""balanced""]",Dessert item.,Use smaller portions and avoid extra sweet drinks.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,紅豆餅,紅豆餅,313-393 kcal,"{""carbs"":45,""sodium"":180,""protein"":6,""fat"":16}","[""dessert base"",""sweetener""]","[""balanced""]",Dessert item.,Use smaller portions and avoid extra sweet drinks.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,綠豆椪,綠豆椪,313-393 kcal,"{""carbs"":45,""sodium"":180,""protein"":6,""fat"":16}","[""dessert base"",""sweetener""]","[""balanced""]",Dessert item.,Use smaller portions and avoid extra sweet drinks.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,鳳梨酥,鳳梨酥,313-393 kcal,"{""carbs"":45,""sodium"":180,""protein"":6,""fat"":16}","[""dessert base"",""sweetener""]","[""balanced""]",Dessert item.,Use smaller portions and avoid extra sweet drinks.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,太陽餅,太陽餅,313-393 kcal,"{""carbs"":45,""sodium"":180,""protein"":6,""fat"":16}","[""dessert base"",""sweetener""]","[""balanced""]",Dessert item.,Use smaller portions and avoid extra sweet drinks.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,蛋黃酥,蛋黃酥,313-393 kcal,"{""carbs"":45,""sodium"":180,""protein"":6,""fat"":16}","[""dessert base"",""sweetener""]","[""balanced""]",Dessert item.,Use smaller portions and avoid extra sweet drinks.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,麻糬,麻糬,313-393 kcal,"{""carbs"":45,""sodium"":180,""protein"":6,""fat"":16}","[""dessert base"",""sweetener""]","[""balanced""]",Dessert item.,Use smaller portions and avoid extra sweet drinks.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,仙草凍,仙草凍,313-393 kcal,"{""carbs"":45,""sodium"":180,""protein"":6,""fat"":16}","[""dessert base"",""sweetener""]","[""balanced""]",Dessert item.,Use smaller portions and avoid extra sweet drinks.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,愛玉冰,愛玉冰,313-393 kcal,"{""carbs"":45,""sodium"":180,""protein"":6,""fat"":16}","[""dessert base"",""sweetener""]","[""balanced""]",Dessert item.,Use smaller portions and avoid extra sweet drinks.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,豆花,豆花,313-393 kcal,"{""carbs"":45,""sodium"":180,""protein"":6,""fat"":16}","[""dessert base"",""sweetener""]","[""balanced""]",Dessert item.,Use smaller portions and avoid extra sweet drinks.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
